date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_persons_vaccinated,population,population_male,population_female,new_hospitalized_patients,cumulative_hospitalized_patients,new_confirmed_male,cumulative_confirmed_male,new_deceased_male,cumulative_deceased_male,new_hospitalized_patients_male,cumulative_hospitalized_patients_male
14/11/2020,8,0,5445,112,,7496988,3439666,4057322,8,5303,5,2714,0,71,5,2616
15/11/2020,14,0,5459,112,,7496988,3439666,4057322,14,5317,6,2720,0,71,6,2622
16/11/2020,8,0,5467,112,,7496988,3439666,4057322,8,5325,5,2725,0,71,5,2627
17/11/2020,4,0,5471,112,,7496988,3439666,4057322,4,5329,4,2729,0,71,4,2631
18/11/2020,9,0,5480,112,,7496988,3439666,4057322,9,5338,6,2735,0,71,6,2637
19/11/2020,12,0,5492,112,,7496988,3439666,4057322,12,5350,7,2742,0,71,7,2644
20/11/2020,26,0,5518,112,,7496988,3439666,4057322,26,5376,16,2758,0,71,16,2660
21/11/2020,43,1,5561,113,,7496988,3439666,4057322,42,5418,20,2778,0,71,20,2680
22/11/2020,68,0,5629,113,,7496988,3439666,4057322,68,5486,31,2809,0,71,31,2711
23/11/2020,73,0,5702,113,,7496988,3439666,4057322,73,5559,29,2838,0,71,29,2740
24/11/2020,80,3,5782,116,,7496988,3439666,4057322,77,5636,40,2878,3,74,37,2777
25/11/2020,85,1,5867,117,,7496988,3439666,4057322,84,5720,32,2910,1,75,31,2808
26/11/2020,81,0,5948,117,,7496988,3439666,4057322,81,5801,33,2943,0,75,33,2841
27/11/2020,92,1,6040,118,,7496988,3439666,4057322,91,5892,49,2992,1,76,48,2889
28/11/2020,84,1,6124,119,,7496988,3439666,4057322,83,5975,35,3027,0,76,35,2924
29/11/2020,115,2,6239,121,,7496988,3439666,4057322,113,6088,42,3069,2,78,40,2964
30/11/2020,76,3,6315,124,,7496988,3439666,4057322,73,6161,33,3102,2,80,31,2995
1/12/2020,82,2,6397,126,,7496988,3439666,4057322,80,6241,32,3134,0,80,32,3027
2/12/2020,103,1,6500,127,,7496988,3439666,4057322,102,6343,61,3195,0,80,61,3088
3/12/2020,90,1,6590,128,,7496988,3439666,4057322,89,6432,47,3242,0,80,47,3135
4/12/2020,112,2,6702,130,,7496988,3439666,4057322,110,6542,53,3295,1,81,52,3187
5/12/2020,101,2,6803,132,,7496988,3439666,4057322,99,6641,48,3343,1,82,47,3234
6/12/2020,95,8,6898,140,,7496988,3439666,4057322,87,6728,48,3391,5,87,43,3277
7/12/2020,78,5,6976,145,,7496988,3439666,4057322,73,6801,44,3435,4,91,40,3317
8/12/2020,100,2,7076,147,,7496988,3439666,4057322,98,6899,45,3480,1,92,44,3361
9/12/2020,104,3,7180,150,,7496988,3439666,4057322,101,7000,45,3525,2,94,43,3404
10/12/2020,112,1,7292,151,,7496988,3439666,4057322,111,7111,46,3571,1,95,45,3449
11/12/2020,86,1,7378,152,,7496988,3439666,4057322,85,7196,38,3609,0,95,38,3487
12/12/2020,69,2,7447,154,,7496988,3439666,4057322,67,7263,36,3645,2,97,34,3521
13/12/2020,95,1,7542,155,,7496988,3439666,4057322,94,7357,44,3689,0,97,44,3565
14/12/2020,82,2,7624,157,,7496988,3439666,4057322,80,7437,39,3728,2,99,37,3602
15/12/2020,98,0,7722,157,,7496988,3439666,4057322,98,7535,43,3771,0,99,43,3645
16/12/2020,82,2,7804,159,,7496988,3439666,4057322,80,7615,42,3813,1,100,41,3686
17/12/2020,96,2,7900,161,,7496988,3439666,4057322,94,7709,44,3857,1,101,43,3729
18/12/2020,70,1,7970,162,,7496988,3439666,4057322,69,7778,27,3884,0,101,27,3756
19/12/2020,109,3,8079,165,,7496988,3439666,4057322,106,7884,49,3933,2,103,47,3803
20/12/2020,74,1,8153,166,,7496988,3439666,4057322,73,7957,30,3963,0,103,30,3833
21/12/2020,85,1,8238,167,,7496988,3439666,4057322,84,8041,40,4003,1,104,39,3872
22/12/2020,63,0,8301,167,,7496988,3439666,4057322,63,8104,35,4038,0,104,35,3907
23/12/2020,53,1,8354,168,,7496988,3439666,4057322,52,8156,28,4066,1,105,27,3934
24/12/2020,71,1,8425,169,,7496988,3439666,4057322,70,8226,33,4099,0,105,33,3967
25/12/2020,57,5,8482,174,,7496988,3439666,4057322,52,8278,29,4128,4,109,25,3992
26/12/2020,59,1,8541,175,,7496988,3439666,4057322,58,8336,27,4155,0,109,27,4019
27/12/2020,70,3,8611,178,,7496988,3439666,4057322,67,8403,34,4189,1,110,33,4052
28/12/2020,61,1,8672,179,,7496988,3439666,4057322,60,8463,17,4206,1,111,16,4068
29/12/2020,53,1,8725,180,,7496988,3439666,4057322,52,8515,23,4229,0,111,23,4091
30/12/2020,54,1,8779,181,,7496988,3439666,4057322,53,8568,23,4252,0,111,23,4114
31/12/2020,68,0,8847,181,,7496988,3439666,4057322,68,8636,37,4289,0,111,37,4151
1/1/2021,42,1,8889,182,,7496988,3439666,4057322,41,8677,20,4309,1,112,19,4170
2/1/2021,35,1,8924,183,,7496988,3439666,4057322,34,8711,15,4324,1,113,14,4184
